sequence_id,timestep,heart_rate_bpm,hrv_ms,blood_oxygen_pct,accel_g,resp_rate_bpm,skin_temp_c,gsr_microsiemens,noise_db,steps_per_min,sleep_debt_hours,activity_level,noise_environment,skin_temp_profile,gsr_state,label
98,20,58.2,43.78,97.41,0.137,10.0,36.6,4.66,40.82,11,0.23,sedentary,busy,normal,alert,rested
98,21,58.74,40.79,97.61,0.26,10.5,36.51,4.77,34.78,0,0.23,sedentary,quiet,normal,alert,rested
98,22,59.92,37.7,97.08,0.328,10.71,36.6,5.15,36.35,1,0.23,sedentary,quiet,normal,alert,rested
98,23,62.67,40.88,97.45,0.219,9.65,36.6,4.72,41.67,4,0.23,sedentary,busy,normal,alert,rested
98,24,59.06,36.06,96.83,0.366,8.8,36.59,4.87,39.25,0,0.23,sedentary,quiet,normal,alert,rested
98,25,59.73,43.36,97.24,0.272,10.44,36.6,5.01,36.56,0,0.23,sedentary,quiet,normal,alert,rested
98,26,55.82,41.37,96.37,0.176,9.88,36.63,4.77,34.54,0,0.23,sedentary,quiet,normal,alert,rested
98,27,54.04,36.4,97.4,0.3,9.17,36.53,4.84,35.7,0,0.23,sedentary,quiet,normal,alert,rested
98,28,55.6,35.43,97.52,0.331,10.83,36.63,4.78,37.01,6,0.23,sedentary,quiet,normal,alert,rested
98,29,57.74,41.77,96.66,0.288,10.01,36.58,5.28,40.89,3,0.23,sedentary,busy,normal,alert,rested
98,30,53.74,42.89,97.11,0.289,11.79,36.53,4.18,36.69,6,0.23,sedentary,quiet,normal,calm,rested
98,31,55.16,32.29,97.05,0.173,10.49,36.56,5.25,39.83,1,0.23,sedentary,quiet,normal,alert,rested
98,32,55.35,40.3,97.05,0.254,10.46,36.62,4.31,37.5,0,0.23,sedentary,quiet,normal,calm,rested
98,33,62.2,44.97,97.83,0.256,8.55,36.61,5.13,40.29,12,0.23,sedentary,busy,normal,alert,rested
98,34,57.91,40.99,97.49,0.151,10.13,36.71,5.09,35.56,13,0.23,sedentary,quiet,normal,alert,rested
98,35,58.67,37.77,97.73,0.115,11.67,36.65,4.72,39.62,0,0.23,sedentary,quiet,normal,alert,rested
98,36,58.7,43.75,97.8,0.278,9.63,36.57,4.83,42.77,11,0.23,sedentary,busy,normal,alert,rested
98,37,60.95,45.85,97.0,0.071,11.47,36.66,4.6,38.36,6,0.23,sedentary,quiet,normal,alert,rested
98,38,57.2,39.41,97.85,-0.03,11.11,36.75,4.22,39.1,5,0.23,sedentary,quiet,normal,calm,rested
98,39,62.72,48.26,97.42,0.034,11.01,36.66,4.34,36.76,0,0.23,sedentary,quiet,normal,calm,rested
98,40,62.18,52.07,97.78,0.007,11.26,36.65,4.41,39.88,6,0.23,sedentary,quiet,normal,calm,rested
98,41,65.4,53.52,97.99,0.241,10.71,36.64,4.59,34.48,5,0.23,sedentary,quiet,normal,alert,rested
98,42,67.51,41.49,97.42,0.343,11.53,36.69,4.71,39.21,13,0.23,sedentary,quiet,normal,alert,rested
98,43,62.51,51.65,97.35,0.272,10.16,36.82,4.3,38.35,15,0.23,sedentary,quiet,normal,calm,rested
98,44,63.47,54.44,97.17,0.212,11.73,36.63,4.57,42.71,23,0.23,moderate,busy,normal,alert,rested
98,45,66.66,46.51,97.12,0.329,11.6,36.59,5.31,35.05,22,0.23,moderate,quiet,normal,alert,rested
98,46,65.89,52.62,97.44,0.17,12.31,36.6,4.79,35.38,21,0.23,moderate,quiet,normal,alert,rested
98,47,63.92,59.7,97.53,0.248,11.09,36.72,4.65,42.18,9,0.23,sedentary,busy,normal,alert,rested
99,0,61.94,45.53,97.98,0.179,10.97,36.63,4.2,45.29,8,1.07,sedentary,busy,normal,calm,rested
99,1,63.69,48.31,97.82,0.076,11.73,36.61,4.52,34.27,7,1.07,sedentary,quiet,normal,alert,rested
99,2,64.3,48.97,97.39,0.288,10.6,36.67,4.72,34.08,12,1.07,sedentary,quiet,normal,alert,rested
99,3,62.9,51.06,97.91,0.247,11.47,36.57,4.75,32.28,9,1.07,sedentary,quiet,normal,alert,rested
99,4,67.32,45.87,96.83,0.291,11.43,36.59,4.57,35.41,24,1.07,moderate,quiet,normal,alert,rested
99,5,67.47,53.83,96.78,0.314,11.52,36.71,4.81,36.94,17,1.07,sedentary,quiet,normal,alert,rested
99,6,66.99,50.8,96.86,0.232,12.52,36.57,4.64,43.92,22,1.07,moderate,busy,normal,alert,rested
99,7,68.31,52.62,97.55,0.263,12.52,36.62,4.95,41.4,27,1.07,moderate,busy,normal,alert,rested
99,8,67.35,52.96,97.56,0.275,10.44,36.63,5.02,42.54,25,1.07,moderate,busy,normal,alert,rested
99,9,70.69,52.29,97.75,0.314,11.17,36.58,4.64,38.5,25,1.07,moderate,quiet,normal,alert,rested
99,10,66.73,57.38,96.92,0.185,11.19,36.61,5.24,35.11,20,1.07,moderate,quiet,normal,alert,rested
99,11,71.98,55.7,96.89,0.331,11.45,36.66,4.77,41.18,17,1.07,sedentary,busy,normal,alert,rested
99,12,69.59,54.16,97.49,0.277,11.89,36.56,4.51,39.63,12,1.07,sedentary,quiet,normal,alert,rested
99,13,71.28,55.0,97.34,0.2,11.93,36.64,5.44,32.62,27,1.07,moderate,quiet,normal,alert,rested
99,14,68.27,55.68,97.21,0.079,11.99,36.57,5.04,40.85,15,1.07,sedentary,busy,normal,alert,rested
99,15,65.7,51.13,97.34,0.165,12.04,36.52,4.38,39.63,28,1.07,moderate,quiet,normal,calm,rested
99,16,69.61,55.14,97.11,0.24,13.22,36.51,4.92,36.18,20,1.07,sedentary,quiet,normal,alert,rested
99,17,65.7,46.42,97.37,0.292,12.03,36.42,5.57,35.22,24,1.07,moderate,quiet,normal,alert,rested
99,18,69.45,53.28,97.19,0.099,11.7,36.49,4.66,36.9,18,1.07,sedentary,quiet,normal,alert,rested
99,19,66.57,49.23,98.36,0.361,13.17,36.49,4.91,37.81,18,1.07,sedentary,quiet,normal,alert,rested
99,20,63.12,47.21,97.72,0.382,12.21,36.44,4.4,40.91,24,1.07,moderate,busy,normal,calm,rested
99,21,62.15,48.52,97.53,0.189,10.82,36.57,4.9,41.36,9,1.07,sedentary,busy,normal,alert,rested
99,22,65.48,43.23,97.98,0.184,10.52,36.47,4.64,37.25,6,1.07,sedentary,quiet,normal,alert,rested
99,23,59.87,49.39,97.39,0.13,11.97,36.41,4.05,36.05,17,1.07,sedentary,quiet,normal,calm,rested
99,24,61.15,46.47,97.91,0.131,11.24,36.42,4.28,43.7,9,1.07,sedentary,busy,normal,calm,rested
99,25,60.77,42.06,97.95,0.203,10.71,36.39,4.51,35.3,8,1.07,sedentary,quiet,normal,alert,rested
99,26,59.53,42.62,97.66,0.054,11.17,36.54,4.36,41.07,1,1.07,sedentary,busy,normal,calm,rested
99,27,62.32,44.46,97.6,0.14,10.2,36.55,4.91,30.58,9,1.07,sedentary,quiet,normal,alert,rested
99,28,59.03,42.88,97.94,0.332,10.29,36.45,4.7,33.67,3,1.07,sedentary,quiet,normal,alert,rested
99,29,61.79,43.48,96.87,0.338,10.82,36.44,4.99,39.85,7,1.07,sedentary,quiet,normal,alert,rested
99,30,60.07,42.65,97.08,0.277,10.27,36.49,4.47,34.78,1,1.07,sedentary,quiet,normal,calm,rested
99,31,57.99,39.43,97.73,0.189,10.33,36.47,4.87,41.87,0,1.07,sedentary,busy,normal,alert,rested
99,32,56.02,41.81,97.28,0.251,9.72,36.61,4.79,36.11,0,1.07,sedentary,quiet,normal,alert,rested
99,33,56.94,42.1,97.23,0.396,10.49,36.59,4.54,40.22,0,1.07,sedentary,busy,normal,alert,rested
99,34,53.23,44.46,97.16,0.248,10.73,36.58,4.58,44.23,0,1.07,sedentary,busy,normal,alert,rested
99,35,57.04,42.58,96.91,0.367,9.75,36.53,4.17,38.53,0,1.07,sedentary,quiet,normal,calm,rested
99,36,57.49,38.9,97.46,0.247,9.68,36.54,4.8,38.22,0,1.07,sedentary,quiet,normal,alert,rested
99,37,57.39,37.29,97.43,0.194,10.08,36.58,4.83,44.23,0,1.07,sedentary,busy,normal,alert,rested
99,38,55.24,39.6,97.38,0.304,10.45,36.58,5.67,38.38,0,1.07,sedentary,quiet,normal,alert,rested
99,39,56.43,36.31,97.62,0.318,10.07,36.58,4.5,37.15,0,1.07,sedentary,quiet,normal,alert,rested
99,40,58.73,40.48,97.43,0.277,11.17,36.58,4.37,40.04,0,1.07,sedentary,busy,normal,calm,rested
99,41,53.53,43.0,96.53,0.256,10.42,36.58,4.67,37.41,0,1.07,sedentary,quiet,normal,alert,rested
99,42,59.64,42.22,97.54,0.248,11.5,36.64,4.61,36.25,7,1.07,sedentary,quiet,normal,alert,rested
99,43,58.82,42.66,97.25,0.148,11.01,36.58,4.69,38.09,3,1.07,sedentary,quiet,normal,alert,rested
99,44,53.14,46.37,97.48,0.23,11.1,36.67,4.48,39.72,0,1.07,sedentary,quiet,normal,calm,rested
99,45,61.61,47.49,98.14,0.272,10.38,36.62,4.36,39.32,0,1.07,sedentary,quiet,normal,calm,rested
99,46,65.36,50.13,97.92,0.207,10.68,36.6,4.28,31.72,7,1.07,sedentary,quiet,normal,calm,rested
99,47,65.45,44.29,97.7,0.218,10.95,36.72,3.68,40.89,9,1.07,sedentary,busy,normal,calm,rested
100,0,69.07,52.6,97.8,0.356,11.03,36.52,4.92,39.06,15,0.9,sedentary,quiet,normal,alert,rested
100,1,67.21,57.09,97.53,0.221,12.69,36.51,4.46,42.57,20,0.9,sedentary,busy,normal,calm,rested
100,2,65.68,51.3,97.03,0.194,12.28,36.56,4.67,41.07,26,0.9,moderate,busy,normal,alert,rested
100,3,66.08,54.74,97.33,0.204,10.83,36.52,4.01,37.26,15,0.9,sedentary,quiet,normal,calm,rested
100,4,65.17,44.65,97.68,0.232,10.62,36.45,4.92,42.94,19,0.9,sedentary,busy,normal,alert,rested
100,5,61.65,46.79,96.53,0.132,10.8,36.53,4.05,34.67,13,0.9,sedentary,quiet,normal,calm,rested
100,6,66.25,45.41,97.6,0.303,11.84,36.45,4.39,35.68,15,0.9,sedentary,quiet,normal,calm,rested
100,7,65.86,48.0,97.77,0.083,11.42,36.42,4.27,36.84,2,0.9,sedentary,quiet,normal,calm,rested
100,8,64.33,41.67,98.32,0.119,11.03,36.47,4.73,40.71,0,0.9,sedentary,busy,normal,alert,rested
100,9,59.03,44.13,97.39,0.205,10.44,36.48,4.01,34.16,7,0.9,sedentary,quiet,normal,calm,rested
100,10,58.46,41.36,97.66,0.188,11.6,36.49,4.95,45.2,0,0.9,sedentary,busy,normal,alert,rested
100,11,59.09,42.4,97.5,0.14,9.4,36.52,5.0,42.45,4,0.9,sedentary,busy,normal,alert,rested
100,12,59.91,45.82,97.2,0.084,9.63,36.56,4.47,39.94,13,0.9,sedentary,quiet,normal,calm,rested
100,13,60.22,45.01,97.19,0.352,10.19,36.48,4.41,40.41,0,0.9,sedentary,busy,normal,calm,rested
100,14,59.73,38.21,98.03,0.094,10.05,36.52,5.4,43.0,0,0.9,sedentary,busy,normal,alert,rested
100,15,56.86,40.26,97.41,0.155,9.87,36.43,3.77,34.94,4,0.9,sedentary,quiet,normal,calm,rested
100,16,56.56,39.11,96.99,0.269,10.32,36.5,4.46,35.65,0,0.9,sedentary,quiet,normal,calm,rested
100,17,58.31,38.07,96.69,0.284,10.14,36.53,4.6,37.58,0,0.9,sedentary,quiet,normal,alert,rested
100,18,60.67,40.41,97.73,0.338,9.94,36.55,4.75,36.93,7,0.9,sedentary,quiet,normal,alert,rested
100,19,57.17,39.42,96.45,0.18,11.42,36.52,5.13,36.85,8,0.9,sedentary,quiet,normal,alert,rested
100,20,52.45,36.5,97.32,0.156,10.06,36.62,4.67,40.69,0,0.9,sedentary,busy,normal,alert,rested
100,21,52.96,39.25,96.69,0.385,10.0,36.6,4.96,37.31,0,0.9,sedentary,quiet,normal,alert,rested
100,22,58.11,37.97,97.45,0.25,9.69,36.59,5.02,38.45,5,0.9,sedentary,quiet,normal,alert,rested
100,23,55.79,38.91,98.04,0.199,8.68,36.61,4.5,37.68,1,0.9,sedentary,quiet,normal,calm,rested
100,24,55.82,36.32,97.6,0.266,9.41,36.61,4.96,44.94,0,0.9,sedentary,busy,normal,alert,rested
100,25,59.98,38.43,96.95,0.268,10.62,36.58,5.14,38.44,9,0.9,sedentary,quiet,normal,alert,rested
100,26,59.81,42.36,97.25,0.189,9.66,36.63,4.38,39.7,0,0.9,sedentary,quiet,normal,calm,rested
100,27,62.58,45.89,97.03,0.189,10.73,36.62,4.78,35.52,0,0.9,sedentary,quiet,normal,alert,rested
100,28,58.79,47.65,97.68,0.195,10.79,36.65,4.0,36.89,4,0.9,sedentary,quiet,normal,calm,rested
100,29,58.59,38.94,97.57,0.231,11.04,36.7,4.87,31.68,6,0.9,sedentary,quiet,normal,alert,rested
100,30,60.96,47.04,97.88,0.171,10.8,36.63,3.98,39.19,0,0.9,sedentary,quiet,normal,calm,rested
100,31,61.22,42.94,98.64,0.098,11.43,36.59,4.23,35.22,21,0.9,moderate,quiet,normal,calm,rested
100,32,64.28,48.41,97.36,0.127,10.75,36.54,4.2,34.51,9,0.9,sedentary,quiet,normal,calm,rested
100,33,62.32,50.45,98.21,0.268,10.65,36.63,4.38,37.79,21,0.9,moderate,quiet,normal,calm,rested
100,34,64.54,49.16,97.71,0.226,11.74,36.59,4.27,44.43,11,0.9,sedentary,busy,normal,calm,rested
100,35,66.59,51.58,97.76,0.188,11.32,36.55,4.39,44.44,9,0.9,sedentary,busy,normal,calm,rested
100,36,61.71,47.13,97.88,0.171,11.07,36.64,4.76,43.02,19,0.9,sedentary,busy,normal,alert,rested
100,37,66.38,52.72,97.79,0.24,11.71,36.6,4.48,39.37,28,0.9,moderate,quiet,normal,calm,rested
100,38,67.23,57.62,97.11,0.292,11.81,36.54,4.32,33.64,13,0.9,sedentary,quiet,normal,calm,rested
100,39,66.89,54.63,97.97,0.199,11.37,36.61,4.65,36.96,12,0.9,sedentary,quiet,normal,alert,rested
100,40,68.85,57.82,97.6,0.268,11.1,36.56,4.32,36.73,23,0.9,moderate,quiet,normal,calm,rested
100,41,69.14,48.72,97.81,0.283,11.97,36.71,4.76,43.29,29,0.9,moderate,busy,normal,alert,rested
100,42,63.85,55.14,97.61,0.085,11.67,36.59,4.43,43.65,27,0.9,moderate,busy,normal,calm,rested
100,43,65.88,52.44,96.87,0.287,12.34,36.56,4.32,37.41,24,0.9,moderate,quiet,normal,calm,rested
100,44,65.15,53.19,96.9,0.36,12.63,36.52,4.82,41.35,17,0.9,sedentary,busy,normal,alert,rested
100,45,71.11,57.58,96.88,0.312,13.04,36.56,5.1,49.02,19,0.9,sedentary,busy,normal,alert,rested
100,46,67.19,54.1,97.48,0.302,11.38,36.5,5.25,39.57,17,0.9,sedentary,quiet,normal,alert,rested
100,47,68.56,54.77,97.9,0.251,11.38,36.59,5.02,39.26,27,0.9,moderate,quiet,normal,alert,rested
101,0,71.43,54.71,97.38,0.131,11.65,36.51,5.01,38.09,31,1.04,moderate,quiet,normal,alert,rested
101,1,69.5,53.6,96.98,0.429,11.57,36.55,5.16,40.44,29,1.04,moderate,busy,normal,alert,rested
101,2,65.05,52.3,97.21,0.316,12.24,36.56,4.96,34.12,29,1.04,moderate,quiet,normal,alert,rested
101,3,70.03,54.75,96.6,0.302,12.3,36.43,5.05,39.56,33,1.04,moderate,quiet,normal,alert,rested
101,4,69.09,54.88,96.9,0.356,11.19,36.45,4.54,39.48,16,1.04,sedentary,quiet,normal,alert,rested
101,5,67.86,59.03,97.32,0.317,12.7,36.41,4.86,33.23,11,1.04,sedentary,quiet,normal,alert,rested
101,6,66.01,53.92,97.53,0.427,12.23,36.68,4.92,39.19,19,1.04,sedentary,quiet,normal,alert,rested
101,7,68.16,57.61,97.43,0.343,11.97,36.51,5.09,33.39,22,1.04,moderate,quiet,normal,alert,rested
101,8,63.65,48.94,97.62,0.126,12.05,36.56,4.43,35.6,15,1.04,sedentary,quiet,normal,calm,rested
101,9,64.59,46.27,97.51,0.202,10.53,36.47,4.55,36.54,19,1.04,sedentary,quiet,normal,alert,rested
101,10,64.68,49.49,97.41,0.246,11.82,36.51,4.93,39.44,23,1.04,moderate,quiet,normal,alert,rested
101,11,64.93,50.61,98.15,0.169,11.18,36.51,4.15,32.03,5,1.04,sedentary,quiet,normal,calm,rested
101,12,63.93,44.98,97.92,0.345,10.45,36.46,4.1,40.02,15,1.04,sedentary,busy,normal,calm,rested
101,13,63.42,51.88,97.97,0.172,11.27,36.49,4.44,42.43,2,1.04,sedentary,busy,normal,calm,rested
101,14,56.79,44.72,97.55,0.219,11.26,36.4,4.49,37.78,10,1.04,sedentary,quiet,normal,calm,rested
101,15,63.96,41.79,97.83,0.056,11.03,36.43,4.87,44.51,8,1.04,sedentary,busy,normal,alert,rested
101,16,53.89,39.77,97.72,-0.02,10.65,36.54,4.29,36.43,1,1.04,sedentary,quiet,normal,calm,rested
101,17,60.12,44.59,97.49,0.302,10.77,36.45,4.67,41.67,0,1.04,sedentary,busy,normal,alert,rested
101,18,55.86,44.1,97.43,0.164,9.89,36.42,4.67,38.12,12,1.04,sedentary,quiet,normal,alert,rested
101,19,56.28,36.14,97.56,0.267,10.09,36.47,4.79,38.67,9,1.04,sedentary,quiet,normal,alert,rested
101,20,58.31,39.58,97.65,0.188,10.61,36.47,4.68,35.82,0,1.04,sedentary,quiet,normal,alert,rested
101,21,53.79,39.9,97.39,0.319,9.46,36.46,4.27,38.24,5,1.04,sedentary,quiet,normal,calm,rested
101,22,55.78,45.3,97.3,0.26,8.68,36.42,4.82,45.58,0,1.04,sedentary,busy,normal,alert,rested
101,23,54.06,35.97,97.45,0.251,8.92,36.45,4.36,37.75,0,1.04,sedentary,quiet,normal,calm,rested
101,24,55.44,36.1,97.79,0.209,10.45,36.54,5.06,41.82,0,1.04,sedentary,busy,normal,alert,rested
101,25,56.26,35.88,97.35,0.12,10.28,36.65,5.22,43.8,7,1.04,sedentary,busy,normal,alert,rested
101,26,58.34,43.21,97.43,0.486,10.36,36.54,4.55,37.83,0,1.04,sedentary,quiet,normal,alert,rested
101,27,56.44,37.99,97.02,0.405,10.56,36.62,5.08,42.13,0,1.04,sedentary,busy,normal,alert,rested
101,28,54.6,40.87,97.08,0.209,10.06,36.53,4.41,35.54,0,1.04,sedentary,quiet,normal,calm,rested
101,29,57.61,42.47,97.89,0.213,10.23,36.47,4.98,36.8,0,1.04,sedentary,quiet,normal,alert,rested
101,30,53.7,40.94,97.77,0.18,8.66,36.66,4.46,39.23,0,1.04,sedentary,quiet,normal,calm,rested
101,31,59.11,37.61,97.39,0.183,10.46,36.57,4.76,42.56,15,1.04,sedentary,busy,normal,alert,rested
101,32,61.84,42.2,98.83,0.305,10.56,36.59,4.62,36.09,0,1.04,sedentary,quiet,normal,alert,rested
101,33,59.81,41.97,98.93,0.037,10.73,36.63,3.76,36.87,9,1.04,sedentary,quiet,normal,calm,rested
101,34,64.77,43.82,98.2,0.157,10.93,36.59,3.96,40.62,12,1.04,sedentary,busy,normal,calm,rested
101,35,60.04,48.39,97.88,0.06,9.45,36.56,4.02,39.57,9,1.04,sedentary,quiet,normal,calm,rested
101,36,64.47,40.87,97.83,0.238,11.11,36.69,4.19,41.29,20,1.04,moderate,busy,normal,calm,rested
101,37,61.77,49.38,97.91,0.14,10.1,36.63,4.03,37.95,9,1.04,sedentary,quiet,normal,calm,rested
101,38,66.17,54.41,97.74,0.126,11.24,36.57,4.2,42.77,3,1.04,sedentary,busy,normal,calm,rested
101,39,60.71,49.67,97.1,0.174,11.33,36.62,4.07,35.69,19,1.04,sedentary,quiet,normal,calm,rested
101,40,64.07,47.4,97.71,0.271,12.23,36.58,4.54,41.5,5,1.04,sedentary,busy,normal,alert,rested
101,41,68.71,52.23,97.96,0.168,11.6,36.57,3.77,39.1,23,1.04,moderate,quiet,normal,calm,rested
101,42,66.1,56.26,98.06,0.071,11.37,36.66,4.1,35.11,24,1.04,moderate,quiet,normal,calm,rested
101,43,66.83,57.6,97.23,0.306,10.49,36.62,4.32,36.12,14,1.04,sedentary,quiet,normal,calm,rested
101,44,66.71,52.84,98.14,0.463,11.5,36.67,5.1,33.75,29,1.04,moderate,quiet,normal,alert,rested
101,45,69.78,53.79,97.61,0.297,12.78,36.59,4.74,34.82,16,1.04,sedentary,quiet,normal,alert,rested
101,46,68.31,53.84,97.01,0.234,10.63,36.6,5.43,42.8,22,1.04,moderate,busy,normal,alert,rested
101,47,69.23,51.8,96.96,0.128,11.29,36.5,4.56,41.7,23,1.04,moderate,busy,normal,alert,rested
102,0,63.34,39.0,97.31,0.05,10.38,36.64,3.39,42.16,18,1.13,sedentary,busy,normal,calm,rested
102,1,64.14,47.5,97.96,0.211,11.64,36.65,4.28,40.29,8,1.13,sedentary,busy,normal,calm,rested
102,2,65.57,48.88,97.72,0.236,11.58,36.55,4.83,43.22,11,1.13,sedentary,busy,normal,alert,rested
102,3,69.86,44.35,98.13,0.194,11.37,36.71,4.85,46.01,27,1.13,moderate,busy,normal,alert,rested
102,4,64.82,53.74,97.2,0.175,10.89,36.58,4.57,34.64,16,1.13,sedentary,quiet,normal,alert,rested
102,5,64.5,45.24,98.36,0.377,10.84,36.71,4.81,38.82,22,1.13,moderate,quiet,normal,alert,rested
102,6,63.69,52.9,97.93,0.243,12.78,36.62,4.43,41.77,15,1.13,sedentary,busy,normal,calm,rested
102,7,66.35,48.22,97.88,0.438,11.64,36.66,4.73,36.56,19,1.13,sedentary,quiet,normal,alert,rested
102,8,71.83,57.1,97.43,0.216,11.78,36.58,4.65,39.6,18,1.13,sedentary,quiet,normal,alert,rested
102,9,70.93,58.77,97.2,0.334,11.41,36.59,4.87,37.45,20,1.13,moderate,quiet,normal,alert,rested
102,10,69.04,56.07,97.4,0.363,12.01,36.57,4.98,44.55,18,1.13,sedentary,busy,normal,alert,rested
102,11,70.16,56.14,97.51,0.354,11.84,36.56,4.51,44.9,20,1.13,sedentary,busy,normal,alert,rested
102,12,63.16,53.53,97.03,0.352,12.5,36.57,4.46,36.87,15,1.13,sedentary,quiet,normal,calm,rested
102,13,74.28,57.42,97.44,0.246,11.54,36.52,5.46,42.44,17,1.13,sedentary,busy,normal,alert,rested
102,14,63.56,56.34,97.55,0.237,12.62,36.57,4.93,40.65,22,1.13,moderate,busy,normal,alert,rested
102,15,67.6,49.19,97.21,0.333,12.1,36.53,4.5,36.33,13,1.13,sedentary,quiet,normal,calm,rested
102,16,66.14,51.34,97.74,0.309,12.22,36.45,4.98,35.26,22,1.13,moderate,quiet,normal,alert,rested
102,17,66.21,52.65,97.13,0.264,12.51,36.59,4.86,36.33,13,1.13,sedentary,quiet,normal,alert,rested
102,18,68.42,52.39,97.86,0.219,11.17,36.45,4.8,33.8,22,1.13,moderate,quiet,normal,alert,rested
102,19,62.77,52.05,97.6,0.216,11.66,36.51,4.67,44.61,15,1.13,sedentary,busy,normal,alert,rested
102,20,61.94,53.26,97.48,0.33,11.21,36.43,3.82,37.51,19,1.13,sedentary,quiet,normal,calm,rested
102,21,65.01,54.75,97.6,0.177,12.05,36.49,4.44,39.81,15,1.13,sedentary,quiet,normal,calm,rested
102,22,66.68,51.81,97.76,0.195,11.26,36.47,4.73,37.58,7,1.13,sedentary,quiet,normal,alert,rested
102,23,65.88,52.5,98.4,0.245,11.04,36.49,4.5,38.62,11,1.13,sedentary,quiet,normal,calm,rested
102,24,61.63,44.51,97.83,0.242,11.69,36.42,4.01,40.06,8,1.13,sedentary,busy,normal,calm,rested
102,25,61.94,45.06,98.82,0.116,10.06,36.45,3.84,34.75,6,1.13,sedentary,quiet,normal,calm,rested
102,26,64.82,47.07,97.34,0.109,11.0,36.5,4.37,42.53,4,1.13,sedentary,busy,normal,calm,rested
102,27,60.17,45.81,97.46,0.237,10.58,36.48,4.39,35.89,8,1.13,sedentary,quiet,normal,calm,rested
102,28,59.22,36.01,97.46,0.218,11.33,36.55,4.15,41.48,3,1.13,sedentary,busy,normal,calm,rested
102,29,59.33,40.83,96.96,0.243,10.45,36.48,4.43,37.95,0,1.13,sedentary,quiet,normal,calm,rested
102,30,53.24,42.87,97.23,0.296,11.23,36.49,4.86,37.16,0,1.13,sedentary,quiet,normal,alert,rested
102,31,56.13,42.56,97.34,0.212,10.27,36.51,5.0,39.9,0,1.13,sedentary,quiet,normal,alert,rested
102,32,52.62,39.87,97.26,0.376,11.81,36.56,3.82,37.11,0,1.13,sedentary,quiet,normal,calm,rested
102,33,52.13,44.42,97.31,0.211,10.78,36.59,4.57,37.7,6,1.13,sedentary,quiet,normal,alert,rested
102,34,59.04,40.83,96.94,0.342,9.77,36.55,5.23,39.11,0,1.13,sedentary,quiet,normal,alert,rested
102,35,57.93,45.67,96.75,0.346,9.6,36.66,5.26,36.28,3,1.13,sedentary,quiet,normal,alert,rested
102,36,58.03,36.38,97.63,0.171,9.72,36.59,4.52,37.1,0,1.13,sedentary,quiet,normal,alert,rested
102,37,51.73,40.64,97.57,0.308,10.63,36.6,5.16,40.62,2,1.13,sedentary,busy,normal,alert,rested
102,38,55.94,42.93,97.76,0.244,9.94,36.57,5.21,44.69,0,1.13,sedentary,busy,normal,alert,rested
102,39,54.06,37.85,97.33,0.268,10.43,36.54,4.46,40.06,3,1.13,sedentary,busy,normal,calm,rested
102,40,55.34,43.1,97.34,0.029,10.24,36.64,5.38,36.23,3,1.13,sedentary,quiet,normal,alert,rested
102,41,59.1,41.68,97.42,0.347,11.18,36.61,4.8,39.22,2,1.13,sedentary,quiet,normal,alert,rested
102,42,53.59,43.99,97.57,0.288,9.7,36.62,4.49,33.7,7,1.13,sedentary,quiet,normal,calm,rested
102,43,57.85,40.04,97.04,0.201,9.2,36.63,4.61,36.59,0,1.13,sedentary,quiet,normal,alert,rested
102,44,58.85,39.2,96.85,0.31,9.77,36.64,5.23,36.86,2,1.13,sedentary,quiet,normal,alert,rested
102,45,57.56,42.48,97.32,0.196,10.42,36.63,4.51,35.01,8,1.13,sedentary,quiet,normal,alert,rested
102,46,59.63,49.05,97.21,0.222,10.67,36.6,4.05,36.77,13,1.13,sedentary,quiet,normal,calm,rested
102,47,60.36,49.53,97.61,0.167,11.4,36.59,3.85,37.0,6,1.13,sedentary,quiet,normal,calm,rested
103,0,66.38,44.64,98.19,0.035,11.23,36.63,4.68,37.56,10,0.4,sedentary,quiet,normal,alert,rested
103,1,63.74,46.43,96.96,0.276,12.11,36.67,4.29,44.25,23,0.4,moderate,busy,normal,calm,rested
103,2,67.72,50.27,96.91,0.352,11.97,36.61,4.28,31.66,10,0.4,sedentary,quiet,normal,calm,rested
103,3,67.32,50.64,97.5,0.415,11.55,36.55,4.34,38.98,15,0.4,sedentary,quiet,normal,calm,rested
103,4,61.01,53.1,97.78,0.348,12.26,36.61,4.59,41.4,24,0.4,moderate,busy,normal,alert,rested
103,5,65.71,54.58,97.66,0.31,12.91,36.62,4.52,39.43,13,0.4,sedentary,quiet,normal,alert,rested
103,6,71.21,53.48,97.25,0.109,10.76,36.65,4.45,39.12,20,0.4,sedentary,quiet,normal,calm,rested
103,7,68.09,53.14,96.92,0.22,11.05,36.74,5.19,40.7,15,0.4,sedentary,busy,normal,alert,rested
103,8,66.48,53.01,97.82,0.302,12.35,36.53,4.74,37.19,20,0.4,moderate,quiet,normal,alert,rested
103,9,69.67,53.38,97.03,0.096,12.86,36.58,5.26,28.6,35,0.4,moderate,quiet,normal,alert,rested
103,10,66.78,55.38,96.8,0.238,10.93,36.57,4.81,33.67,20,0.4,moderate,quiet,normal,alert,rested
103,11,70.52,54.15,97.62,0.382,11.72,36.55,5.0,42.79,16,0.4,sedentary,busy,normal,alert,rested
103,12,67.9,58.89,97.62,0.315,12.1,36.5,4.72,42.1,23,0.4,moderate,busy,normal,alert,rested
